Area,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guinea,53.1,27.8,22.2,33,50.9,24.3,35.5,34.8,39.957,42.9,88.7,60.5,59.5,49.7,66.6,86.9,83,65.5,56.4,68.8,78.3,62.9,35.6,58.6,124.9,64.8,73.7,101.8,94.7,85.2,256.160269,154.622237,79.46298,65.185635,134.525331,84.423235,102.690802,127.171851
Guinea-Bissau,,,,,,,10,1.9,1.851,1.2,1.5,1.3,1.6,1,0.8,6.9,2.6,1,0.9,0.6,0.8,2.4,1.2,1.2,2.2,5.7,6.8,2.1,1.6,4.3,11.838657,21.095196,6.643733,2.90428,2.20481,3.672255,3.753764,18.555456
Kenya,150.2,97.7,68.9,73.6,96.7,69.5,95,92.2,133.016,115.9,92,124.1,116.5,169.5,113.9,104.2,225.6,198.9,187.9,281.7,577.4,271.3,196.8,393.8,632.4,525.9,584.2,474.3,654.3,362.8,461.441784,568.583714,635.688855,1640.898833,936.761011,393.866451,455.497125,365.148185
Lesotho,8.8,6.3,7.1,11.8,6.8,8,6.9,4.4,4.049,2.8,3.4,3.2,3.8,3.1,1.8,2.6,2.4,1.3,0.6,0.6,0.7,2,4.9,5.5,3.8,3.8,7.4,1.3,16.6,11.3,13.181171,16.514237,0.571144,2.449565,0.881897,2.088229,1.901616,2.311991
Liberia,128.5,113.4,109.6,96.6,72.9,65.5,70,68,98.304,44.4,46,30.6,20.2,46.3,41.9,49.8,42.8,50.1,48,46.7,36.8,27.8,33.3,60.5,75,67.9,75.8,156.7,94.9,190.1,195.207824,241.089095,173.207342,184.437212,135.854729,176.478842,144.119156,217.105318
Madagascar,16.2,23.8,22.3,39,32.7,25.1,18.5,12.3,7.332,11.5,14.2,6.1,10.9,47.9,18,11.5,11.5,13.4,8.9,15.3,21,15.2,46.3,35.6,28.1,44.7,31.9,70.9,166,116,56.283902,64.275029,64.007569,46.800265,54.558745,42.236077,53.401804,112.844651
Malawi,5,3,3.4,3.1,4.5,2.5,5,12.3,14.103,13.7,54.7,13.7,15.8,18.9,17.9,13.4,17.7,14.5,8.6,13.1,14.8,30,16.7,21.6,27.9,45.7,51.6,45.2,40.3,37.1,56.973282,63.951198,54.498745,50.669581,36.006014,42.150311,28.214375,17.243215
Mali,4.8,7.8,9.7,15,30.2,17.3,10.1,19.9,10.66,9,18.5,11.4,32.6,19.1,23.2,18.4,26.2,25.3,30,34.6,32.6,11.1,31.2,43.1,32.3,43.3,31.9,30.9,36.8,37.3,55.077612,59.745089,49.893003,38.462373,72.231316,73.105301,61.990395,78.958947
Mauritius,18.3,15,8.6,8.8,11,10,26.1,149,12.402,11.9,15.4,20.7,17.9,23.7,24.6,25.3,31.4,23.4,38.9,24.2,29.1,27.4,32,28.5,31,35.7,49.9,51.4,69.9,40.1,46.369941,95.986858,42.05467,35.219286,58.4647,86.964145,63.308031,123.581929
Mozambique,35,26.4,19.9,22.4,55.8,23.4,50.1,54.9,40.854,50.3,101,149.7,37.1,39.4,49.3,21.9,45.9,45.7,36.3,62.1,28.6,98,62.5,76.2,62.2,64.8,114.9,213.4,190,225.1,459.242488,351.608971,303.016499,375.16357,264.560995,146.950907,179.941797,184.99253
Namibia,12.8,7.7,3,3.8,19.3,19.8,1.5,2,12.698,44.3,32.4,34.2,19.7,16.4,26.5,22.1,25.5,51.2,199.4,79.9,255.5,57.8,28,72.8,113.7,126.8,127.9,280.3,202.3,109.8,136.564152,184.614633,235.244409,342.741711,127.933328,212.919226,100.908898,202.648967
Niger,12.4,10.4,2.2,1.7,13.1,2.2,3.5,8.3,9.45,12.4,10.6,12.8,15.9,12.1,39.6,27,25.2,17.9,18.1,35.8,64,40.9,33.6,34.7,81,129.2,69.3,50.1,58.1,50.1,48.152287,37.367471,46.091405,58.515875,71.601903,66.306574,44.110894,61.713676
Nigeria,1522.6,1294.7,863.4,576.9,675.7,408.8,295.2,355.2,491.771,551.5,832.9,1000.9,891,509.2,602,816.2,814.2,819.7,644.5,717.6,957.3,1057.1,1029,1552.3,1615,2230.8,2786.7,4102.1,3658,4039.7,4904.789052,5029.335221,6388.832576,5967.788538,3410.33395,1875.381855,2155.075592,2668.385791
Rwanda,6.4,5.8,5.6,8.8,5.6,4.3,4.2,2.5,2.435,1.1,1.9,2.6,7.1,34.8,38.4,37.3,35,21.8,44.8,18,17.5,10.2,8,11.3,10.5,11.7,16.1,20.4,34,30.7,119.651782,30.489992,25.191269,21.219489,14.30333,74.623123,66.140569,25.328778
São Tomé & Príncipe,,,,,,,,10.7,3.819,13,4.4,2.6,2.5,12.9,1.8,0.2,13,9.3,0.3,0.9,10.7,1.9,1.5,3.6,10.1,3.7,8.5,3.5,4,1.4,6.123966,0.870234,1.99805,1.088495,0.853963,1.993522,3.140792,2.068258
Senegal,42.4,30.7,38.2,94.7,60.7,50.3,49.2,69.7,68.745,52.7,76.3,80.1,69.2,42.5,67.9,55.7,51.7,59.3,62.6,79.6,85,74.8,101.9,89.4,157.9,96.7,153,137.2,176,217.8,265.150828,149.125719,229.208066,172.583179,196.878588,181.984144,210.606444,298.592546
Seychelles,3.7,1,0.9,0.5,1.2,0.4,1.1,2.3,82.285,2.3,1.9,2.2,64.5,6.1,7.2,103.4,6.1,9.9,7.1,6.9,176.3,8.2,7.2,10.7,21.1,9.4,9.3,25.1,34,10.7,13.056829,14.968779,12.189931,12.687753,18.544445,12.430513,15.546341,14.292032
Sierra Leone,26.3,15.5,11.3,19.3,13.3,23.5,26.4,17.1,25.059,26.5,24.7,28.1,20.8,24.2,18,28.4,15.6,23.5,14.3,18.4,27.8,25.3,28.4,40.6,37.8,39.3,55.4,59.4,42.7,61,102.791973,100.735979,82.411287,87.913406,77.90808,63.185898,79.318158,71.469498
South Africa,2911.8,2368.3,2129.3,2265.3,1205,1158.4,1281.1,1690.8,1659.071,1732.4,2113.3,2425,2196.7,2172.7,2750.9,3106,2999.9,3626,2808.9,3099.6,2961.7,2525.2,2821.3,3172.2,3881.7,4461.8,5518.1,6494.8,4460.7,5626.7,7271.282389,7552.773511,7293.323156,6369.749033,5459.162194,4685.292176,5042.79643,5517.083252
"South Sudan, Rep. of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,23.3,19.098651,19.065474,9.827143,11.063743,23.493218
Tanzania,47.7,41.2,32.5,43.4,46.1,37.9,34.8,27.6,28.847,48.1,34.6,33.9,32.9,48.9,66.2,50.2,64.7,66.9,75.8,44.1,64,62.2,66.1,127.7,96.5,160.8,173.8,169.4,158.2,163.7,260.183381,245.389981,411.953494,302.170048,171.11855,159.595422,148.898676,335.234472
Togo,24.2,25.2,17.1,13.3,16.7,17.2,19.5,21.1,27.851,30.7,24,19.2,12.5,12.4,18.4,20,25.7,25.5,23,11.7,16.5,13.7,15.1,23.7,27.9,108.4,287.6,117.3,125,169.6,209.689039,370.550165,1007.523845,1024.663768,234.019162,243.359762,485.422172,563.595986
Uganda,6.8,8.5,4.1,3.2,4.7,4.2,18.6,15.8,23.062,26,13.3,15.3,20.8,27.8,22,17.1,35.4,29.8,25.9,26.6,32.5,22.9,42.8,63.9,62.5,53.4,80.4,88.3,119,94.4,94.038056,100.125293,122.740389,78.262341,89.583088,69.006316,107.780806,87.353491
Zambia,68.3,68.9,34.5,90.4,59.6,34.7,47.7,25.9,50.268,80,23.5,68.2,42.1,32.6,48.9,45.6,29.6,21.7,20.5,19.2,15.9,35.7,19.4,26.3,29,51.7,69.5,78.6,58.7,56.6,129.784635,146.78883,141.148845,114.121914,84.169409,81.181163,83.890025,195.378641
Zimbabwe,32.5,38,60.8,63.7,45.8,53.5,75.5,34.2,120.8,134.7,53.3,143.4,86.1,92.9,122,91.3,81.9,93.1,61.7,53.3,31.5,49.4,41.8,47.3,44.9,47.7,105.2,93,85.4,67.4,61.598378,53.478276,60.525718,48.699474,36.467349,28.972657,40.308153,33.982505
Africa n.s.,30.6,34.2,33.1,30.7,23.6,24.4,24.4,3.1,0.016,,0.3,,6.9,7.6,0.3,12.6,2.7,0.1,0.3,0.5,4.3,2.1,2,7.1,2.6,1.7,3.6,1.9,3.1,0.6,1.933021,4.906736,3.022873,0.766814,3.7526,0.839467,1.11573,0.979144
Western Hemisphere,42085,33581,25646.2,29610.9,30906,31045.9,34850.6,43235.2,48727.671,53601.8,63201,75567.9,78067.5,92309.9,95791.5,109014.9,133824.1,142117.1,141634.6,167525.3,159693.9,148717.2,149012.7,171508.3,191730.2,222704.5,243262.8,288009.9,237823.2,300778.7,366117.8398,397528.2359,408434.2189,422982.7585,388218.7719,366354.7334,391945.8115,427727.3582
Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.64,47.025174,115.365671
Antigua and Barbuda,,,,,,,,67.7,73.296,69.1,74.7,68.2,72.9,58.7,97.1,81.7,85.1,95.7,95,136.5,96.1,81.6,127.3,125.1,189.9,194.2,240.4,182.7,157,158.3,154.792008,204.627966,145.155335,216.605245,670.371842,262.002289,425.315395,508.599343
Argentina,2191.7,1293.7,964.6,900.1,721.3,943.3,1090.4,1053.9,1036.741,1179,2049,3221.7,3771.6,4466.2,4189.5,4515.7,5808,5885.3,5148.1,4679,3928.3,1590.9,2435.4,3386,4099.7,4772.7,5854.4,7537.8,5559.8,7409.9,9898.793593,10258.0636,10348.30978,10825.71504,9335.731972,8569.459098,9512.956781,9919.882731
Aruba,,,,,,,,,126.707,202.2,234.4,288.1,265.6,274.1,247.4,225.6,238.8,351.2,300.6,289.1,278.7,464.7,355.1,374.4,547,511.3,528.5,680.4,446.1,537.4,713.268343,710.275291,1100.073279,1357.858845,1154.792095,777.453192,979.88373,599.451851
"Bahamas, The",441,589.7,451.7,555,786.3,761.3,781.9,739.9,773.299,800.8,721,712.5,704.1,685.5,660.5,725,809.7,815,845,1052.7,1021.9,975.1,1084.3,1182.1,1768.9,2288.1,2473.1,2760.3,2455.3,3223.7,3441.98341,3479.07667,3450.364087,3324.42371,2388.835701,2179.781675,3018.867924,3091.804973
Barbados,148.7,154.6,195,241.5,172.7,147.1,132.4,159.4,179.323,161.9,175.7,127.8,145.5,161,201.3,362.2,281,281.3,300.1,309,286.4,268.5,301.7,347.6,393,443.1,456.6,498,404.5,397.9,439.876711,458.56757,452.155877,539.917095,591.573499,482.512059,519.59529,589.816261
Belize,69.2,64.5,36.2,53.3,56.3,59.1,71.7,103,101.06,105.8,114.3,116.7,135.4,115.1,100.2,106.7,114.7,120,136.8,199.1,172.8,137.3,199.5,151.6,216.8,238.8,234.2,353.1,252.8,289.6,355.682393,265.606023,241.172518,236.70311,284.503569,267.196036,294.892064,403.05646
Bermuda,149.7,171.8,185,224.6,257.8,236.3,260.8,286,354.079,254.7,232.3,242.3,264.9,299.9,298.5,281.8,338,400.4,342,421.8,371.3,415.1,401.3,471.9,489.2,637.7,660,821.7,807.3,636.9,611.441769,622.432927,537.379222,646.418654,600.887345,638.838708,692.107589,609.249859
Bolivia,189.1,99.2,102.1,105.5,119.6,111.6,140.1,148.2,144.258,138.4,189.8,221.9,216,185.8,213.2,269.2,295.4,402.8,324.7,255.4,217.3,192.1,181.7,193.5,218.3,215.4,277.7,388.9,431.8,507.4,667.847026,763.010279,1050.758212,1009.967972,910.013003,656.743528,594.695517,577.834228
Brazil,3798.2,3422.8,2557.1,2639.6,3139.6,3885.4,4039.9,4270.5,4799.433,5061.9,6154.1,5740.1,6054.4,8118.5,11443.6,12699.2,15912.4,15157,13413.5,15182.8,15928.4,12408.7,11218.2,13863.2,15345.6,19227.4,24628.4,32910.1,26175.1,35357.4,43018.83899,43771.27824,44092.97653,42429.39319,31665.65544,30297.08101,37076.91517,39494.17673
Chile,1465.2,924.6,728.5,805.3,682.2,823.5,796.2,1063.1,1410.751,1672.3,1839.7,2455.1,2605.3,2776,3613.2,4131.5,4375,3985.1,3134.9,3381.8,3130.9,2612,2719.3,3624.6,5197.7,6790.2,8310.8,12093.3,9365.4,10871.6,15993.031,18773.14051,17517.72708,16514.5551,15587.0756,12940.92732,13608.3505,15340.12035
Colombia,1770.6,1902.9,1513.7,1450,1467.7,1318.6,1411.5,1753.1,1915.881,2038.2,1946.7,3282,3228.9,4070.3,4628.2,4708.8,5198.5,4816.7,3730.3,3646.8,3605.7,3588.7,3754.7,4504.2,5414.9,6708.2,8559.7,11438.8,9457.6,12044,14335.69204,16356.80273,18369.30151,20106.60818,16503.12607,13099.48262,13272.38456,14996.14239
Costa Rica,373.4,329.8,382.3,422.7,421.7,483.2,581.8,691.5,880.453,991.5,1033.8,1347.8,1547.3,1866.6,1739,1813.6,2023.5,2299.2,2375.9,2427.5,2496.2,3131.6,3414.2,3303.7,3595.6,4132.3,4580.6,5681.8,4704.5,5185.4,6099.250515,7236.638312,7223.399974,6964.08568,6149.869272,5897.426016,6232.58223,6345.521489
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.89,521.788315,851.39414
Dominica,,,,,,,,3.1,33.161,30.7,42.5,33.6,27.4,25.6,24.7,34.1,37.5,52.2,39.5,37,30.7,45,34.4,35.9,61.3,68,83.7,105.4,76.7,72.9,73.675432,78.934015,77.687644,64.186171,67.268631,51.110367,245.946122,518.17107
Dominican Republic,772.1,664.4,631.9,645.6,742,920.7,1142.3,1361.4,1646.368,1658.3,1742.7,2098.1,2349.6,2799.5,3016.7,3183.3,3928.2,3977.3,4077.1,4422.8,4435.6,4261.5,4213.6,4342.8,4708.4,5347.9,6090.9,6599.1,5269.8,6554.6,7325.686377,6967.401065,7155.574737,7922.143799,7134.174144,7785.81284,7793.331549,8561.209325
Ecuador,853.5,827.9,597.4,654.7,591.1,600.7,620.7,680.8,640.978,680.1,947.6,998.9,1098.1,1195.9,1538.4,1257.3,1522.7,1686.6,991.6,1013.2,1420.4,1606.8,1448.4,1666,1979.5,2727.5,2936.9,3450.2,3926.9,5447.5,6078.061107,6692.731994,7665.618521,8164.391152,5891.501145,4152.81629,4778.00921,5760.421871
El Salvador,308.1,291.7,364.8,426.4,445.5,518,389.9,483,520.897,555.8,533.9,741,868.9,931.9,1110.6,1072,1398.1,1515,1521,1763,1771,1664.8,1823.9,1867.8,1846.3,2156.5,2313.1,2463.9,2019.5,2439.6,3371.56016,3095.701213,3274.080694,3304.441686,3258.254502,2962.553676,3050.761624,3415.949971
Falkland Islands,,,,,,,,,0.588,,,0.2,,,0.3,0.1,0.1,3.3,,0.1,0.4,0.4,1,0.4,9.1,1.5,1,0.8,2.4,2.8,3.957498,4.347073,1.241492,7.8456,2.917708,1.488582,0.482089,0.214959
Greenland,1.2,3.4,1.1,1.9,6.3,1.8,3.4,3.7,4.388,6.2,3.7,3.5,2.7,3.2,2.3,3.9,4.9,6.1,2.9,1.4,4.7,4,3.2,3.6,5.1,3,4.5,34.7,7,8.6,7.302165,15.85679,19.148034,12.713909,9.482605,4.062272,9.884715,6.724612
Grenada,,,,,,,,25.4,27.917,34.6,31.5,23.9,23.9,23.6,27,35.6,40.5,56.3,64.7,79.6,59.9,56.6,68.3,69.8,82.4,75.6,83.2,84.5,59.3,71.1,81.834405,72.112543,95.265322,83.966315,90.101417,86.791325,102.746634,119.037835
Guatemala,558.9,389.9,315.7,376.5,404.6,399.7,480.3,591.4,661.786,759,950.6,1207.5,1310.2,1354.5,1651.7,1564.3,1727.7,1940.9,1812.9,1879.7,1877,2041.7,2273.6,2548.3,2812.9,3518.2,4076.1,4720.9,3900.8,4449.3,6151.169676,5748.945279,5552.507013,5963.675794,5863.821174,5899.879289,6976.486458,6648.946577
Guyana,105.8,50.2,36,50.7,43.5,47.2,60,67.8,78.249,76,85.9,118,122.6,109.7,141.2,136.7,142.6,145.6,147.4,159.1,141.1,128.3,117.2,135.6,175.3,179.3,188,288.6,260.6,291,363.441299,359.57107,318.387539,369.9605,367.397991,445.061017,371.422404,540.844912
Haiti,300.6,298.6,365.9,419.3,395.9,387.3,458.9,477.6,473.653,477.6,392.1,216.6,221.3,210.5,550.8,473.5,499.8,547.8,608.1,571.5,550.1,582.4,639.9,662.9,688.1,809.3,710.7,944.5,791.6,1217.4,1058.948781,1050.229529,1226.729906,1276.652231,1143.954904,1102.514373,1383.292577,1390.910871
Honduras,349.3,274.6,298.6,321.9,307.9,363.3,417.7,478.9,514.748,562.9,626.6,808.3,897.7,1011.7,1280.6,1640.9,2013.5,2322.7,2338.3,2597.9,2436.9,2564.6,2844.9,3076.5,3243.9,3693.4,4462.2,4845.5,3384.2,4608.3,6166.370382,5714.670349,5373.024605,5960.550932,5238.379598,4845.741299,5082.60824,5600.199225
Jamaica,479.1,467.8,452,494.8,404.3,457.1,601.5,755,1009.467,943.8,962.7,938.3,1112.8,1066.4,1420.8,1490.8,1417.4,1303.7,1304.6,1359.8,1407.4,1419.9,1469.4,1431.4,1687.3,2034.8,2318,2644.3,1448.2,1653.6,1934.143237,1989.288661,1979.636553,2181.995355,1705.906097,1651.480266,2092.033752,2720.875956
Mexico,17788.8,11817,9081.7,11992.2,13634.7,12391.7,14582.3,20472.5,24968.943,28375.3,33275.6,40597.5,41635.4,50840.2,46311.5,56760.8,71378.3,79010.1,86382.7,108751.3,101509.2,97530.5,97457.3,110775.2,120049,134167.2,136541.3,151538.6,128997.8,163320.6,198288.7373,215875.1159,226070.2579,240248.6628,236377.3705,230959.099,242988.6626,265010.3573
Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,7.87289,17.693147
Netherlands Antilles,498.7,659.5,553.2,648.3,427.5,397.9,509,455.3,412.328,541.6,629,475.9,522.8,519.9,504.4,527.8,477.2,742.3,600.1,688.4,817.6,742.2,747.1,872.9,1134.9,1485.2,2082.2,2951.5,2130.8,2916,2068.972304,1394.382978,1520.906185,1393.891762,1234.697483,1271.028718,,
Nicaragua,184.1,118.6,131.9,111.5,42,2.9,3.4,6.3,1.883,68,146.8,187.8,149.7,185.4,250.1,262.5,289.1,336.8,369,377.7,443.1,437.6,502.8,591.7,619.9,755.2,890.3,1093,715.1,979.8,1058.585304,1128.213231,1059.654311,1008.621497,1256.505701,1474.674905,1583.171199,1603.222944
Panama,844.1,844.6,747.9,757.3,674.8,711.5,742.4,630.7,728.777,866.7,981.3,1100.3,1190.8,1276.3,1390.9,1377.7,1537.8,1752.9,1726,1613.4,1333,1407.6,1848.2,1820,2168.8,2706.8,3739.7,4913.5,4357.9,6068.7,8251.646494,9828.759247,10564.51961,10467.34403,7836.324114,6144.07677,6447.136148,6884.89265
Paraguay,108.4,77.8,36.7,63.5,98.9,171,183.2,193.7,166.702,307,375,414.8,521,793.5,992.7,897.4,913.2,785.7,532.8,449.9,396.4,433.2,488.8,621.5,895.6,910.8,1236.8,1610.2,1352.5,1811.3,1977.345845,1743.208491,1932.851655,2115.641101,1503.480123,1979.902953,2759.858019,2378.90909
Peru,1485.9,1116.9,899.5,751.1,495.9,692.8,814.1,792.6,689.603,778,840.3,1002.1,1069.4,1407.5,1775,1766.8,1959.9,2056.2,1704.4,1676.1,1566.8,1556.5,1706.8,2095.4,2289.2,2927.2,4119.4,6184.1,4925.3,6749.1,8341.864469,9348.621449,10119.12389,10053.61041,8811.444595,8029.209189,8685.704272,9633.776499
Sint Maarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.024258,673.529728
St. Kitts and Nevis,,,,,,,238.2,43.5,60.5,52,46.4,42.1,55.9,57.6,58.3,52,55.9,61.5,69.4,82.5,66.1,69.5,80.6,81.5,126.2,170.3,203.1,204.9,161,167,147.03418,133.559418,173.996542,247.752555,197.345602,177.637057,243.648866,210.00543
St. Lucia,,,,,,,,70.5,76.153,82.4,88.4,82.3,98.8,80.6,80.8,84.4,89.3,92.5,99.2,103.9,88.5,97.9,121.1,103.4,134.6,151.6,165.5,241,136,401.7,315.651418,376.957631,594.311705,693.801833,495.512307,402.767727,554.278782,572.946288
St. Vincent & Grens.,,,,,,,,36.3,40.68,35,43.4,34.9,37.8,38.1,42.2,45.1,54.3,288.6,101.9,43.6,39.6,40.4,46.5,45.3,45.4,58.2,69,82.8,77.4,85.8,80.602721,98.707927,93.190431,103.564549,84.823346,94.956466,81.284429,82.343295
Suriname,138.3,128.4,116.6,99.9,85.5,84.2,72.1,93.3,138.459,156.9,134.6,138.9,117.8,121.8,189.7,222.5,183.1,172.9,149.7,131.2,158.4,124.8,192.6,178.4,243.5,258.1,306,406.3,381.5,361.7,433.918837,499.266829,449.804755,518.648209,444.143025,302.870862,359.412575,388.053338
Trinidad and Tobago,688.2,894,727.5,600.7,503.7,531.8,361.2,324.9,561.977,429.6,468.9,447.3,529.1,540.8,689.3,665.1,1105.9,982.8,809.9,1103.9,1089.6,1018,1064.2,1207.1,1439.1,1614.8,1779.4,2251.2,1989.2,1925.5,2185.137885,2477.825749,2404.16493,2411.034229,2511.613824,2344.124985,1814.624957,2109.595221
Uruguay,163,190.2,85.7,79.9,64.3,99.8,91.5,99.5,133.185,145.4,216.5,231,253.1,310.8,395.8,484.2,547.5,591.4,495.1,524.7,413.9,209.5,326.8,324.4,355.4,482.3,640.5,893.4,744.4,973.4,1258.319413,1359.47687,1754.688178,1605.794098,1301.908712,1137.974715,1578.49847,1445.47856
"Venezuela, Rep. Bol.",5445,5206.3,2811.4,3377.1,3399.4,3141,3586,4600.5,3035.699,3107.3,4668.2,5438.1,4599.1,4041.8,4641.2,4740.5,6607.5,6519.7,5534.7,5599.4,5684.3,4446.6,2839.6,4781.7,6408.3,9011.6,10199.5,12611.2,9359.6,10660.8,12383.42625,17516.96826,13201.2091,11137.70686,8317.1981,5255.052995,4169.374093,5861.118214
Western Hem. n.s.,415.1,305.6,274.5,340,313,356.1,185.8,151.2,305.301,195.8,201.3,362.8,239.7,285.4,272.8,314.6,412,556.5,4.7,512.7,418.2,360.6,459.8,640.9,1044.1,1230.8,1217.4,1498.9,1130.5,921.1,979.949077,1057.862301,1227.864288,1491.909281,1230.809161,1581.521953,1622.894275,2129.512809
Other Countries n.i.e,296,223.8,139.5,138,73.5,49.2,55.2,112.6,96.848,1.4,1.3,1.8,4.4,4.6,10.8,6,11.7,7.9,16.3,5.7,7.3,169.6,268.9,424.1,367.4,347.7,448.7,770.2,534.2,372.4,372.722313,476.410639,366.192458,323.092698,185.085652,247.37038,283.183823,275.882297
Cuba,0.5,0.9,0.6,1,1,1.4,1.3,3.4,2.898,1.4,1.3,1.3,2.4,4.4,5.8,5.5,9.2,3.5,5,3.1,6.8,144.5,261,400.4,361.7,347.7,447,718,533.4,370.5,363.316479,464.458419,359.609641,299.064037,180.333931,247.231046,283.181163,275.877982
Eastern Germany,295.5,222.8,138.9,137,72.5,47.8,53.9,109.1,93.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,,0.1,,,,,,0.1,0.015,,,0.5,2,0.2,5,0.5,2.5,4.4,11.3,2.6,0.5,25.1,7.9,23.7,5.7,,1.7,52.2,0.8,1.9,9.405834,11.95222,6.582817,24.028661,4.751721,0.139334,0.00266,0.004315
Countries & Areas n.s.,981.3,505.2,288.3,369.4,364.8,100,84.5,309.9,404.767,910.8,427.5,291.1,343.8,252.8,566.4,628.7,342.7,412.7,379.9,307.7,262,264,185.8,223.3,221.6,124.4,428.2,183,233.7,375.9,225.387686,175.000278,179.871109,0.101833,,1.73,,
Special Categories,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
Memorandum Items,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,7962.2,6968.2,5621.2,5921.7,4752.5,3943.7,4072.5,5072.8,5102.221,5686.9,6100.7,6791.1,6529.1,6363.2,6917.1,7448.4,7559.1,8092.8,6935.8,7582.1,8579,7769,8018.3,10326.7,12267.1,14458.7,17800.9,21873.6,18348,20781.6,26177.04652,26623.41819,29171.49667,30992.54403,21861.47313,18219.83092,17828.43525,20612.44771
Middle East,15415.6,16854.9,14779.7,11843.4,9763.5,8202.5,8584.5,9894.4,10921.736,10113.7,14139.1,15863.7,15183.4,13883.9,14746.1,17071,18769.5,19701.8,16820.1,15347.8,15607.5,14787.2,15146.1,17457.3,25416.4,32723,39188.7,49040.5,40638.9,44806.5,51099.82534,61352.9803,65586.75414,65665.1228,63295.69763,59256.35366,56432.90954,55263.77663
European Union,61579.2,55732.3,51599.8,53561,52513.5,56544.8,64035.4,80553.2,92652.62,104679.5,109654.8,109327,105075,110217.27,126393,130596.9,145070.1,153298.6,155313.2,168290.5,163171.3,147445,155159.3,173684,187566,215136.2,248034.8,275757.1,221517.2,240900.8,270591.7532,266814.6176,264229.4261,277300.1609,274073.0095,271827.4169,284133.9465,319654.0573
Export earnings: fuel,26177,27073.7,20388.5,19221.6,16749.6,13862.8,14397.9,18620.3,19816.453,18723.3,24690.2,28002.7,26859.1,25386,27477.9,30357.6,34428.9,36048.6,28591,27596.2,28823.1,27711.4,26114.6,32801.3,45557.2,58620.9,70808.3,89250.7,71230.9,79536.8,95538.62684,117896.8676,124490.7939,124435.7301,105470.9391,92614.59012,86541.04926,89417.9518
Export earnings: nonfuel,207719.4,185367.6,180204.1,198776.6,196472,203563.3,238454.9,300488.7,343729.802,374019.7,396897.4,419212.3,438679.6,486821.07,555543.1,592304.2,653281.8,644473.6,662201.5,744550.6,702202.9,665543.4,697677.5,783744.9,858751.1,978365.3,1091886.6,1210870.7,985682.1,1197954.1,1386944.935,1427905.576,1453940.082,1496048.133,1399100.788,1361084.106,1459063.958,1574819.845
